Date,Country,Sex,SexQF,AgeGroup,AgeGroupQF,Population,PopulationQF,Dose,DoseQF,NumberVaccinated,NumberVaccinatedQF,PercentCoverage,PercentCoverageQF,CumulativeNumberVaccinated,CumulativeNumberVaccinatedQF,CumulativePercentCoverage,CumulativePercentCoverageQF
20210617,S92000003,Female,,70 - 74,,149920,,Dose 1,,10,,0.006670224,,149558,,99.75853789,
20210617,S92000003,Female,,70 - 74,,149920,,Dose 2,,73,,0.048692636,,146663,,97.827508,
20210617,S92000003,Female,,75 - 79,,109004,,Dose 1,,4,,0.00366959,,111712,,102.4843125,
20210617,S92000003,Female,,75 - 79,,109004,,Dose 2,,33,,0.030274118,,109492,,100.44769,
20210617,S92000003,Female,,80 years and over,d,165451,,Dose 1,,3,,0.001813226,,170449,,103.020834,
20210617,S92000003,Female,,80 years and over,d,165451,,Dose 2,,54,,0.032638062,,164643,,99.51163789,
20210617,S92000003,Male,,16 - 17,,56560,,Dose 1,,12,,0.021216407,,4617,,8.16301273,
20210617,S92000003,Male,,16 - 17,,56560,,Dose 2,,20,,0.035360679,,2244,,3.967468175,
20210617,S92000003,Male,,18 - 29,,420762,,Dose 1,,5097,,1.211373651,,117996,,28.04340696,
20210617,S92000003,Male,,18 - 29,,420762,,Dose 2,,831,,0.197498824,,46762,,11.11364619,
20210617,S92000003,Male,,30 - 39,,359716,,Dose 1,,4962,,1.379421544,,248210,,69.00165686,
20210617,S92000003,Male,,30 - 39,,359716,,Dose 2,,911,,0.253255346,,57945,,16.10854118,
20210617,S92000003,Male,,40 - 49,,328962,,Dose 1,,552,,0.167800536,,286723,,87.15991513,
20210617,S92000003,Male,,40 - 49,,328962,,Dose 2,,1367,,0.415549516,,85166,,25.88931244,
20210617,S92000003,Male,,50 - 54,,189355,,Dose 1,,84,,0.044361121,,182210,,96.2266642,
20210617,S92000003,Male,,50 - 54,,189355,,Dose 2,,3830,,2.022655858,,135878,,71.75833751,
20210617,S92000003,Male,,55 - 59,,193348,,Dose 1,,56,,0.02896332,,191655,,99.12437677,
20210617,S92000003,Male,,55 - 59,,193348,,Dose 2,,2356,,1.21852825,,165191,,85.43713925,
20210617,S92000003,Male,,60 - 64,,170701,,Dose 1,,32,,0.018746229,,175046,,102.5453864,
20210617,S92000003,Male,,60 - 64,,170701,,Dose 2,,537,,0.314585152,,164663,,96.46282096,
20210617,S92000003,Male,,65 - 69,,144529,,Dose 1,,12,,0.008302832,,147789,,102.2556027,
20210617,S92000003,Male,,65 - 69,,144529,,Dose 2,,127,,0.087871638,,143428,,99.23821517,
20210617,S92000003,Male,,70 - 74,,135910,,Dose 1,,8,,0.005886248,,137174,,100.9300272,
20210617,S92000003,Male,,70 - 74,,135910,,Dose 2,,67,,0.049297329,,134353,,98.85438893,
20210617,S92000003,Male,,75 - 79,,89206,,Dose 1,,4,,0.004484003,,94721,,106.1823196,
20210617,S92000003,Male,,75 - 79,,89206,,Dose 2,,32,,0.035872027,,92771,,103.996368,
20210617,S92000003,Male,,80 years and over,d,106156,,Dose 1,,6,,0.005652059,,110119,,103.7331851,
20210617,S92000003,Male,,80 years and over,d,106156,,Dose 2,,21,,0.019782207,,106323,,100.1573156,
20210617,S92000003,Total,d,16 - 17,,110139,,Dose 1,,27,,0.024514477,,9413,,8.546473093,
20210617,S92000003,Total,d,16 - 17,,110139,,Dose 2,,43,,0.039041575,,4583,,4.161105512,
20210617,S92000003,Total,d,18 - 29,,833947,,Dose 1,,10402,,1.247321472,,278835,,33.43557804,
20210617,S92000003,Total,d,18 - 29,,833947,,Dose 2,,1895,,0.227232666,,131122,,15.72306154,
20210617,S92000003,Total,d,18 years and over,d,4439078,,Dose 1,,20423,,0.460073015,,3590420,,80.88211111,
20210617,S92000003,Total,d,18 years and over,d,4439078,,Dose 2,,19783,,0.445655607,,2542937,,57.28525158,
20210617,S92000003,Total,d,30 - 39,,729735,,Dose 1,,8807,,1.206876469,,520621,,71.343844,
20210617,S92000003,Total,d,30 - 39,,729735,,Dose 2,,1953,,0.2676314,,165015,,22.61300335,
20210617,S92000003,Total,d,40 - 49,,674290,,Dose 1,,866,,0.128431387,,591424,,87.71062896,
20210617,S92000003,Total,d,40 - 49,,674290,,Dose 2,,2901,,0.430230316,,225328,,33.41707574,
20210617,S92000003,Total,d,40 years and over,d,2875396,,Dose 1,,1214,,0.042220272,,2790964,,97.06363923,
20210617,S92000003,Total,d,40 years and over,d,2875396,,Dose 2,,15935,,0.554184537,,2246800,,78.13880245,
20210617,S92000003,Total,d,50 - 54,,393113,,Dose 1,,133,,0.033832511,,373491,,95.00855988,
20210617,S92000003,Total,d,50 - 54,,393113,,Dose 2,,7150,,1.818815455,,290683,,73.94387873,
20210617,S92000003,Total,d,55 - 59,,399344,,Dose 1,,99,,0.024790657,,391964,,98.15196923,
20210617,S92000003,Total,d,55 - 59,,399344,,Dose 2,,4303,,1.077517128,,344156,,86.18033575,
20210617,S92000003,Total,d,60 - 64,,352569,,Dose 1,,59,,0.016734313,,357124,,101.2919457,
20210617,S92000003,Total,d,60 - 64,,352569,,Dose 2,,1032,,0.292708661,,337533,,95.73530288,
20210617,S92000003,Total,d,65 - 69,,300433,,Dose 1,,22,,0.007322764,,303228,,100.9303239,
20210617,S92000003,Total,d,65 - 69,,300433,,Dose 2,,269,,0.089537434,,294855,,98.14334644,
20210617,S92000003,Total,d,70 - 74,,285830,,Dose 1,,18,,0.00629745,,286732,,100.3155722,
20210617,S92000003,Total,d,70 - 74,,285830,,Dose 2,,140,,0.048980163,,281016,,98.31578211,
20210617,S92000003,Total,d,75 - 79,,198210,,Dose 1,,8,,0.004036123,,206433,,104.1486302,
20210617,S92000003,Total,d,75 - 79,,198210,,Dose 2,,65,,0.032793502,,202263,,102.044801,
20210617,S92000003,Total,d,80 years and over,d,271607,,Dose 1,,9,,0.003313611,,280568,,103.2992522,
20210617,S92000003,Total,d,80 years and over,d,271607,,Dose 2,,75,,0.027613427,,270966,,99.76399725,
20210617,S92000003,Total,d,All vaccinations,d,,,Dose 1,,20450,,,z,3599979,,,z
20210617,S92000003,Total,d,All vaccinations,d,,,Dose 2,,19826,,,z,2547612,,,z
20210618,S92000003,Female,,16 - 17,,53579,,Dose 1,,19,,0.035461655,,4815,,8.986729876,
20210618,S92000003,Female,,16 - 17,,53579,,Dose 2,,32,,0.059724892,,2371,,4.425241233,
20210618,S92000003,Female,,18 - 29,,413185,,Dose 1,,5006,,1.211563827,,165845,,40.13819476,
20210618,S92000003,Female,,18 - 29,,413185,,Dose 2,,1030,,0.249283009,,85390,,20.6662875,
20210618,S92000003,Female,,30 - 39,,370019,,Dose 1,,3605,,0.974274294,,276016,,74.59508836,
20210618,S92000003,Female,,30 - 39,,370019,,Dose 2,,1160,,0.313497415,,108230,,29.24984933,
20210618,S92000003,Female,,40 - 49,,345328,,Dose 1,,326,,0.094403002,,305027,,88.32964602,
20210618,S92000003,Female,,40 - 49,,345328,,Dose 2,,1678,,0.48591484,,141840,,41.07399342,
20210618,S92000003,Female,,50 - 54,,203758,,Dose 1,,55,,0.026992805,,191336,,93.90355225,
20210618,S92000003,Female,,50 - 54,,203758,,Dose 2,,3004,,1.474297942,,157809,,77.44922899,
20210618,S92000003,Female,,55 - 59,,205996,,Dose 1,,51,,0.024757762,,200360,,97.26402454,
20210618,S92000003,Female,,55 - 59,,205996,,Dose 2,,1862,,0.903901047,,180827,,87.78180159,
20210618,S92000003,Female,,60 - 64,,181868,,Dose 1,,33,,0.018145028,,182111,,100.1336134,
20210618,S92000003,Female,,60 - 64,,181868,,Dose 2,,457,,0.251281149,,173327,,95.30373678,
20210618,S92000003,Female,,65 - 69,,155904,,Dose 1,,16,,0.010262726,,155455,,99.71200226,
20210618,S92000003,Female,,65 - 69,,155904,,Dose 2,,113,,0.072480501,,151540,,97.20084154,
20210618,S92000003,Female,,70 - 74,,149920,,Dose 1,,11,,0.007337247,,149569,,99.76587513,
20210618,S92000003,Female,,70 - 74,,149920,,Dose 2,,53,,0.035352188,,146716,,97.86286019,
20210618,S92000003,Female,,75 - 79,,109004,,Dose 1,,2,,0.001834795,,111714,,102.4861473,
20210618,S92000003,Female,,75 - 79,,109004,,Dose 2,,34,,0.031191516,,109526,,100.4788815,
20210618,S92000003,Female,,80 years and over,d,165451,,Dose 1,,8,,0.004835268,,170457,,103.0256692,
20210618,S92000003,Female,,80 years and over,d,165451,,Dose 2,,34,,0.020549891,,164677,,99.53218778,
20210618,S92000003,Male,,16 - 17,,56560,,Dose 1,,21,,0.037128713,,4638,,8.200141443,
20210618,S92000003,Male,,16 - 17,,56560,,Dose 2,,38,,0.06718529,,2282,,4.034653465,
20210618,S92000003,Male,,18 - 29,,420762,,Dose 1,,4507,,1.071151863,,122503,,29.11455882,
20210618,S92000003,Male,,18 - 29,,420762,,Dose 2,,772,,0.183476645,,47534,,11.29712284,
20210618,S92000003,Male,,30 - 39,,359716,,Dose 1,,4724,,1.313258237,,252934,,70.3149151,
20210618,S92000003,Male,,30 - 39,,359716,,Dose 2,,838,,0.232961559,,58783,,16.34150274,
20210618,S92000003,Male,,40 - 49,,328962,,Dose 1,,492,,0.149561348,,287215,,87.30947647,
20210618,S92000003,Male,,40 - 49,,328962,,Dose 2,,1413,,0.429532894,,86579,,26.31884534,
20210618,S92000003,Male,,50 - 54,,189355,,Dose 1,,131,,0.069182224,,182341,,96.29584643,
20210618,S92000003,Male,,50 - 54,,189355,,Dose 2,,3655,,1.930236857,,139533,,73.68857437,
20210618,S92000003,Male,,55 - 59,,193348,,Dose 1,,53,,0.027411714,,191708,,99.15178849,
20210618,S92000003,Male,,55 - 59,,193348,,Dose 2,,2311,,1.195254153,,167502,,86.6323934,
20210618,S92000003,Male,,60 - 64,,170701,,Dose 1,,20,,0.011716393,,175066,,102.5571028,
20210618,S92000003,Male,,60 - 64,,170701,,Dose 2,,523,,0.306383677,,165186,,96.76920463,
20210618,S92000003,Male,,65 - 69,,144529,,Dose 1,,17,,0.011762345,,147806,,102.267365,
20210618,S92000003,Male,,65 - 69,,144529,,Dose 2,,111,,0.076801196,,143539,,99.31501636,
20210618,S92000003,Male,,70 - 74,,135910,,Dose 1,,4,,0.002943124,,137178,,100.9329703,
20210618,S92000003,Male,,70 - 74,,135910,,Dose 2,,44,,0.032374365,,134397,,98.8867633,
20210618,S92000003,Male,,75 - 79,,89206,,Dose 1,,3,,0.003363002,,94724,,106.1856826,
20210618,S92000003,Male,,75 - 79,,89206,,Dose 2,,16,,0.017936013,,92787,,104.014304,
20210618,S92000003,Male,,80 years and over,d,106156,,Dose 1,,2,,0.00188402,,110121,,103.7350691,
20210618,S92000003,Male,,80 years and over,d,106156,,Dose 2,,16,,0.015072158,,106339,,100.1723878,
20210618,S92000003,Total,d,16 - 17,,110139,,Dose 1,,40,,0.036317744,,9453,,8.582790837,
20210618,S92000003,Total,d,16 - 17,,110139,,Dose 2,,70,,0.063556052,,4653,,4.224661564,
20210618,S92000003,Total,d,18 - 29,,833947,,Dose 1,,9513,,1.140719974,,288348,,34.57629801,
20210618,S92000003,Total,d,18 - 29,,833947,,Dose 2,,1802,,0.216080878,,132924,,15.93914242,
20210618,S92000003,Total,d,18 years and over,d,4439078,,Dose 1,,19066,,0.429503604,,3609486,,81.31161471,
20210618,S92000003,Total,d,18 years and over,d,4439078,,Dose 2,,19124,,0.430810182,,2562061,,57.71606176,
20210618,S92000003,Total,d,30 - 39,,729735,,Dose 1,,8329,,1.141373238,,528950,,72.48521724,
20210618,S92000003,Total,d,30 - 39,,729735,,Dose 2,,1998,,0.273798023,,167013,,22.88680137,
20210618,S92000003,Total,d,40 - 49,,674290,,Dose 1,,818,,0.121312788,,592242,,87.83194175,
20210618,S92000003,Total,d,40 - 49,,674290,,Dose 2,,3091,,0.458408103,,228419,,33.87548384,
20210618,S92000003,Total,d,40 years and over,d,2875396,,Dose 1,,1224,,0.04256805,,2792188,,97.10620728,
20210618,S92000003,Total,d,40 years and over,d,2875396,,Dose 2,,15324,,0.53293529,,2262124,,78.67173774,
20210618,S92000003,Total,d,50 - 54,,393113,,Dose 1,,186,,0.04731464,,373677,,95.05587452,
20210618,S92000003,Total,d,50 - 54,,393113,,Dose 2,,6659,,1.693914981,,297342,,75.63779371,
20210618,S92000003,Total,d,55 - 59,,399344,,Dose 1,,104,,0.02604271,,392068,,98.17801194,
20210618,S92000003,Total,d,55 - 59,,399344,,Dose 2,,4173,,1.044963741,,348329,,87.22529949,
20210618,S92000003,Total,d,60 - 64,,352569,,Dose 1,,53,,0.015032518,,357177,,101.3069782,
20210618,S92000003,Total,d,60 - 64,,352569,,Dose 2,,980,,0.277959775,,338513,,96.01326265,
20210618,S92000003,Total,d,65 - 69,,300433,,Dose 1,,33,,0.010984146,,303261,,100.941308,
20210618,S92000003,Total,d,65 - 69,,300433,,Dose 2,,224,,0.074559053,,295079,,98.21790549,
20210618,S92000003,Total,d,70 - 74,,285830,,Dose 1,,15,,0.005247875,,286747,,100.3208201,
20210618,S92000003,Total,d,70 - 74,,285830,,Dose 2,,97,,0.033936256,,281113,,98.34971836,
20210618,S92000003,Total,d,75 - 79,,198210,,Dose 1,,5,,0.002522577,,206438,,104.1511528,
20210618,S92000003,Total,d,75 - 79,,198210,,Dose 2,,50,,0.025225771,,202313,,102.0700267,
20210618,S92000003,Total,d,80 years and over,d,271607,,Dose 1,,10,,0.00368179,,280578,,103.302934,
20210618,S92000003,Total,d,80 years and over,d,271607,,Dose 2,,50,,0.018408951,,271016,,99.7824062,
20210618,S92000003,Total,d,All vaccinations,d,,,Dose 1,,19106,,,z,3619085,,,z
20210618,S92000003,Total,d,All vaccinations,d,,,Dose 2,,19194,,,z,2566806,,,z
20210619,S92000003,Female,,16 - 17,,53579,,Dose 1,,25,,0.046660072,,4840,,9.033389948,
20210619,S92000003,Female,,16 - 17,,53579,,Dose 2,,44,,0.082121727,,2415,,4.507362959,
20210619,S92000003,Female,,18 - 29,,413185,,Dose 1,,5281,,1.27811997,,171126,,41.41631473,
20210619,S92000003,Female,,18 - 29,,413185,,Dose 2,,851,,0.20596101,,86241,,20.87224851,
20210619,S92000003,Female,,30 - 39,,370019,,Dose 1,,3406,,0.920493272,,279422,,75.51558163,
20210619,S92000003,Female,,30 - 39,,370019,,Dose 2,,894,,0.241609215,,109124,,29.49145855,
20210619,S92000003,Female,,40 - 49,,345328,,Dose 1,,326,,0.094403002,,305353,,88.42404902,
20210619,S92000003,Female,,40 - 49,,345328,,Dose 2,,1290,,0.373557893,,143130,,41.44755131,
20210619,S92000003,Female,,50 - 54,,203758,,Dose 1,,52,,0.02552047,,191388,,93.92907272,
20210619,S92000003,Female,,50 - 54,,203758,,Dose 2,,2495,,1.224491799,,160304,,78.67372079,
20210619,S92000003,Female,,55 - 59,,205996,,Dose 1,,39,,0.018932406,,200399,,97.28295695,
20210619,S92000003,Female,,55 - 59,,205996,,Dose 2,,1988,,0.965067283,,182815,,88.74686887,
20210619,S92000003,Female,,60 - 64,,181868,,Dose 1,,27,,0.014845932,,182138,,100.1484593,
20210619,S92000003,Female,,60 - 64,,181868,,Dose 2,,484,,0.266127081,,173811,,95.56986386,
20210619,S92000003,Female,,65 - 69,,155904,,Dose 1,,13,,0.008338465,,155468,,99.72034072,
20210619,S92000003,Female,,65 - 69,,155904,,Dose 2,,83,,0.05323789,,151623,,97.25407943,
20210619,S92000003,Female,,70 - 74,,149920,,Dose 1,,5,,0.003335112,,149574,,99.76921025,
20210619,S92000003,Female,,70 - 74,,149920,,Dose 2,,47,,0.031350053,,146763,,97.89421025,
20210619,S92000003,Female,,75 - 79,,109004,,Dose 1,,2,,0.001834795,,111716,,102.4879821,
20210619,S92000003,Female,,75 - 79,,109004,,Dose 2,,21,,0.019265348,,109547,,100.4981469,
20210619,S92000003,Female,,80 years and over,d,165451,,Dose 1,,3,,0.001813226,,170460,,103.0274825,
20210619,S92000003,Female,,80 years and over,d,165451,,Dose 2,,6,,0.003626451,,164683,,99.53581423,
20210619,S92000003,Male,,16 - 17,,56560,,Dose 1,,15,,0.026520509,,4653,,8.226661952,
20210619,S92000003,Male,,16 - 17,,56560,,Dose 2,,53,,0.093705799,,2335,,4.128359264,
20210619,S92000003,Male,,18 - 29,,420762,,Dose 1,,4813,,1.143877061,,127316,,30.25843589,
20210619,S92000003,Male,,18 - 29,,420762,,Dose 2,,615,,0.146163389,,48149,,11.44328623,
20210619,S92000003,Male,,30 - 39,,359716,,Dose 1,,4184,,1.16313981,,257118,,71.47805491,
20210619,S92000003,Male,,30 - 39,,359716,,Dose 2,,696,,0.193485972,,59479,,16.53498871,
20210619,S92000003,Male,,40 - 49,,328962,,Dose 1,,522,,0.158680942,,287737,,87.46815742,
20210619,S92000003,Male,,40 - 49,,328962,,Dose 2,,1094,,0.332561208,,87673,,26.65140655,
20210619,S92000003,Male,,50 - 54,,189355,,Dose 1,,87,,0.045945446,,182428,,96.34179187,
20210619,S92000003,Male,,50 - 54,,189355,,Dose 2,,3193,,1.686250693,,142726,,75.37482506,
20210619,S92000003,Male,,55 - 59,,193348,,Dose 1,,53,,0.027411714,,191761,,99.1792002,
20210619,S92000003,Male,,55 - 59,,193348,,Dose 2,,2581,,1.334898732,,170083,,87.96729214,
20210619,S92000003,Male,,60 - 64,,170701,,Dose 1,,40,,0.023432786,,175106,,102.5805356,
20210619,S92000003,Male,,60 - 64,,170701,,Dose 2,,557,,0.326301545,,165743,,97.09550618,
20210619,S92000003,Male,,65 - 69,,144529,,Dose 1,,13,,0.008994735,,147819,,102.2763598,
20210619,S92000003,Male,,65 - 69,,144529,,Dose 2,,101,,0.069882169,,143640,,99.38489853,
20210619,S92000003,Male,,70 - 74,,135910,,Dose 1,,5,,0.003678905,,137183,,100.9366493,
20210619,S92000003,Male,,70 - 74,,135910,,Dose 2,,47,,0.034581708,,134444,,98.92134501,
20210619,S92000003,Male,,75 - 79,,89206,,Dose 1,,2,,0.002242002,,94726,,106.1879246,
20210619,S92000003,Male,,75 - 79,,89206,,Dose 2,,15,,0.016815012,,92802,,104.031119,
20210619,S92000003,Male,,80 years and over,d,106156,,Dose 1,,0,,0,,110121,,103.7350691,
20210619,S92000003,Male,,80 years and over,d,106156,,Dose 2,,6,,0.005652059,,106345,,100.1780399,
20210619,S92000003,Total,d,16 - 17,,110139,,Dose 1,,40,,0.036317744,,9493,,8.619108581,
20210619,S92000003,Total,d,16 - 17,,110139,,Dose 2,,97,,0.088070529,,4750,,4.312732093,
20210619,S92000003,Total,d,18 - 29,,833947,,Dose 1,,10094,,1.21038867,,298442,,35.78668668,
20210619,S92000003,Total,d,18 - 29,,833947,,Dose 2,,1466,,0.175790548,,134390,,16.11493296,
20210619,S92000003,Total,d,18 years and over,d,4439078,,Dose 1,,18873,,0.425155854,,3628359,,81.73677056,
20210619,S92000003,Total,d,18 years and over,d,4439078,,Dose 2,,17064,,0.384404149,,2579125,,58.10046591,
20210619,S92000003,Total,d,30 - 39,,729735,,Dose 1,,7590,,1.040103599,,536540,,73.52532084,
20210619,S92000003,Total,d,30 - 39,,729735,,Dose 2,,1590,,0.217887315,,168603,,23.10468869,
20210619,S92000003,Total,d,40 - 49,,674290,,Dose 1,,848,,0.125761913,,593090,,87.95770366,
20210619,S92000003,Total,d,40 - 49,,674290,,Dose 2,,2384,,0.353557075,,230803,,34.22904092,
20210619,S92000003,Total,d,40 years and over,d,2875396,,Dose 1,,1189,,0.041350826,,2793377,,97.14755811,
20210619,S92000003,Total,d,40 years and over,d,2875396,,Dose 2,,14008,,0.487167681,,2276132,,79.15890542,
20210619,S92000003,Total,d,50 - 54,,393113,,Dose 1,,139,,0.03535879,,373816,,95.09123331,
20210619,S92000003,Total,d,50 - 54,,393113,,Dose 2,,5688,,1.446912211,,303030,,77.08470592,
20210619,S92000003,Total,d,55 - 59,,399344,,Dose 1,,92,,0.023037782,,392160,,98.20104972,
20210619,S92000003,Total,d,55 - 59,,399344,,Dose 2,,4569,,1.144126367,,352898,,88.36942586,
20210619,S92000003,Total,d,60 - 64,,352569,,Dose 1,,67,,0.019003372,,357244,,101.3259816,
20210619,S92000003,Total,d,60 - 64,,352569,,Dose 2,,1041,,0.295261353,,339554,,96.30852401,
20210619,S92000003,Total,d,65 - 69,,300433,,Dose 1,,26,,0.008654176,,303287,,100.9499622,
20210619,S92000003,Total,d,65 - 69,,300433,,Dose 2,,184,,0.061244936,,295263,,98.27915043,
20210619,S92000003,Total,d,70 - 74,,285830,,Dose 1,,10,,0.003498583,,286757,,100.3243187,
20210619,S92000003,Total,d,70 - 74,,285830,,Dose 2,,94,,0.032886681,,281207,,98.38260504,
20210619,S92000003,Total,d,75 - 79,,198210,,Dose 1,,4,,0.002018062,,206442,,104.1531709,
20210619,S92000003,Total,d,75 - 79,,198210,,Dose 2,,36,,0.018162555,,202349,,102.0881893,
20210619,S92000003,Total,d,80 years and over,d,271607,,Dose 1,,3,,0.001104537,,280581,,103.3040386,
20210619,S92000003,Total,d,80 years and over,d,271607,,Dose 2,,12,,0.004418148,,271028,,99.78682435,
20210619,S92000003,Total,d,All vaccinations,d,,,Dose 1,,18913,,,z,3637998,,,z
20210619,S92000003,Total,d,All vaccinations,d,,,Dose 2,,17161,,,z,2583967,,,z
20210620,S92000003,Female,,16 - 17,,53579,,Dose 1,,10,,0.018664029,,4850,,9.052053976,
20210620,S92000003,Female,,16 - 17,,53579,,Dose 2,,36,,0.067190504,,2451,,4.574553463,
20210620,S92000003,Female,,18 - 29,,413185,,Dose 1,,4817,,1.165821605,,175943,,42.58213633,
20210620,S92000003,Female,,18 - 29,,413185,,Dose 2,,1120,,0.271065019,,87361,,21.14331353,
20210620,S92000003,Female,,30 - 39,,370019,,Dose 1,,2651,,0.716449696,,282073,,76.23203133,
20210620,S92000003,Female,,30 - 39,,370019,,Dose 2,,807,,0.218096909,,109931,,29.70955546,
20210620,S92000003,Female,,40 - 49,,345328,,Dose 1,,290,,0.083978131,,305643,,88.50802715,
20210620,S92000003,Female,,40 - 49,,345328,,Dose 2,,1340,,0.388036881,,144470,,41.83558819,
20210620,S92000003,Female,,50 - 54,,203758,,Dose 1,,39,,0.019140353,,191427,,93.94821308,
20210620,S92000003,Female,,50 - 54,,203758,,Dose 2,,1663,,0.816164273,,161967,,79.48988506,
20210620,S92000003,Female,,55 - 59,,205996,,Dose 1,,20,,0.009708926,,200419,,97.29266588,
20210620,S92000003,Female,,55 - 59,,205996,,Dose 2,,1648,,0.800015534,,184463,,89.54688441,
20210620,S92000003,Female,,60 - 64,,181868,,Dose 1,,12,,0.006598192,,182150,,100.1550575,
20210620,S92000003,Female,,60 - 64,,181868,,Dose 2,,317,,0.174302241,,174128,,95.7441661,
20210620,S92000003,Female,,65 - 69,,155904,,Dose 1,,11,,0.007055624,,155479,,99.72739635,
20210620,S92000003,Female,,65 - 69,,155904,,Dose 2,,48,,0.030788177,,151671,,97.28486761,
20210620,S92000003,Female,,70 - 74,,149920,,Dose 1,,8,,0.005336179,,149582,,99.77454642,
20210620,S92000003,Female,,70 - 74,,149920,,Dose 2,,23,,0.015341515,,146786,,97.90955176,
20210620,S92000003,Female,,75 - 79,,109004,,Dose 1,,2,,0.001834795,,111718,,102.4898169,
20210620,S92000003,Female,,75 - 79,,109004,,Dose 2,,15,,0.013760963,,109562,,100.5119078,
20210620,S92000003,Female,,80 years and over,d,165451,,Dose 1,,0,,0,,170460,,103.0274825,
20210620,S92000003,Female,,80 years and over,d,165451,,Dose 2,,3,,0.001813226,,164686,,99.53762745,
20210620,S92000003,Male,,16 - 17,,56560,,Dose 1,,12,,0.021216407,,4665,,8.247878359,
20210620,S92000003,Male,,16 - 17,,56560,,Dose 2,,23,,0.040664781,,2358,,4.169024045,
20210620,S92000003,Male,,18 - 29,,420762,,Dose 1,,4669,,1.109653438,,131985,,31.36808932,
20210620,S92000003,Male,,18 - 29,,420762,,Dose 2,,955,,0.226969165,,49104,,11.67025539,
20210620,S92000003,Male,,30 - 39,,359716,,Dose 1,,3620,,1.006349453,,260738,,72.48440436,
20210620,S92000003,Male,,30 - 39,,359716,,Dose 2,,694,,0.192929978,,60173,,16.72791869,
20210620,S92000003,Male,,40 - 49,,328962,,Dose 1,,430,,0.130714186,,288167,,87.5988716,
20210620,S92000003,Male,,40 - 49,,328962,,Dose 2,,1060,,0.322225667,,88733,,26.97363221,
20210620,S92000003,Male,,50 - 54,,189355,,Dose 1,,57,,0.030102189,,182485,,96.37189406,
20210620,S92000003,Male,,50 - 54,,189355,,Dose 2,,2033,,1.073644741,,144759,,76.44846981,
20210620,S92000003,Male,,55 - 59,,193348,,Dose 1,,29,,0.014998862,,191790,,99.19419906,
20210620,S92000003,Male,,55 - 59,,193348,,Dose 2,,2177,,1.125949066,,172260,,89.0932412,
20210620,S92000003,Male,,60 - 64,,170701,,Dose 1,,17,,0.009958934,,175123,,102.5904945,
20210620,S92000003,Male,,60 - 64,,170701,,Dose 2,,371,,0.21733909,,166114,,97.31284527,
20210620,S92000003,Male,,65 - 69,,144529,,Dose 1,,8,,0.005535221,,147827,,102.281895,
20210620,S92000003,Male,,65 - 69,,144529,,Dose 2,,56,,0.038746549,,143696,,99.42364508,
20210620,S92000003,Male,,70 - 74,,135910,,Dose 1,,6,,0.004414686,,137189,,100.9410639,
20210620,S92000003,Male,,70 - 74,,135910,,Dose 2,,18,,0.013244059,,134462,,98.93458907,
20210620,S92000003,Male,,75 - 79,,89206,,Dose 1,,1,,0.001121001,,94727,,106.1890456,
20210620,S92000003,Male,,75 - 79,,89206,,Dose 2,,6,,0.006726005,,92808,,104.037845,
20210620,S92000003,Male,,80 years and over,d,106156,,Dose 1,,1,,0.00094201,,110122,,103.7360112,
20210620,S92000003,Male,,80 years and over,d,106156,,Dose 2,,3,,0.00282603,,106348,,100.1808659,
20210620,S92000003,Total,d,16 - 17,,110139,,Dose 1,,22,,0.019974759,,9515,,8.63908334,
20210620,S92000003,Total,d,16 - 17,,110139,,Dose 2,,59,,0.053568672,,4809,,4.366300765,
20210620,S92000003,Total,d,18 - 29,,833947,,Dose 1,,9486,,1.137482358,,307928,,36.92416904,
20210620,S92000003,Total,d,18 - 29,,833947,,Dose 2,,2075,,0.248816771,,136465,,16.36374973,
20210620,S92000003,Total,d,18 years and over,d,4439078,,Dose 1,,16688,,0.375933921,,3645047,,82.11270449,
20210620,S92000003,Total,d,18 years and over,d,4439078,,Dose 2,,14357,,0.323423017,,2593482,,58.42388892,
20210620,S92000003,Total,d,30 - 39,,729735,,Dose 1,,6271,,0.859353053,,542811,,74.38467389,
20210620,S92000003,Total,d,30 - 39,,729735,,Dose 2,,1501,,0.205691107,,170104,,23.3103798,
20210620,S92000003,Total,d,40 - 49,,674290,,Dose 1,,720,,0.106778982,,593810,,88.06448264,
20210620,S92000003,Total,d,40 - 49,,674290,,Dose 2,,2400,,0.355929941,,233203,,34.58497086,
20210620,S92000003,Total,d,40 years and over,d,2875396,,Dose 1,,931,,0.032378149,,2794308,,97.17993626,
20210620,S92000003,Total,d,40 years and over,d,2875396,,Dose 2,,10781,,0.37493966,,2286913,,79.53384508,
20210620,S92000003,Total,d,50 - 54,,393113,,Dose 1,,96,,0.024420459,,373912,,95.11565377,
20210620,S92000003,Total,d,50 - 54,,393113,,Dose 2,,3696,,0.940187681,,306726,,78.02489361,
20210620,S92000003,Total,d,55 - 59,,399344,,Dose 1,,49,,0.012270123,,392209,,98.21331984,
20210620,S92000003,Total,d,55 - 59,,399344,,Dose 2,,3825,,0.957820826,,356723,,89.32724668,
20210620,S92000003,Total,d,60 - 64,,352569,,Dose 1,,29,,0.00822534,,357273,,101.3342069,
20210620,S92000003,Total,d,60 - 64,,352569,,Dose 2,,688,,0.195139108,,340242,,96.50366311,
